10,16963
10,11065
10,12230
10,13417
10,10415
10,12209
10,9965
10,8027
10,10793
10,11500
10,12459
10,10253
10,8047
10,12676
10,10511
10,12441
10,10296
10,13124
10,9349
10,12932
10,11067
10,13312
10,14214
10,11888
10,12774
10,9481
10,12049
10,10097
10,12139
10,11341
10,14637
10,12869
10,10805
10,13107
10,15567
10,16613
10,9585
10,11996
10,10444
10,10639
10,7524
10,11801
10,11396
10,13027
10,11444
10,8906
10,14685
10,11598
10,11871
10,18566
10,7491
10,10182
10,8556
10,11032
10,10287
10,15600
10,12906
10,10817
10,11125
10,10631
10,9506
10,15772
10,11959
10,11820
10,11644
10,10750
10,9313
10,12967
10,9521
10,15681
10,10846
10,10911
10,11527
10,12171
10,9865
10,10858
10,13341
10,14061
10,12398
10,12701
10,12348
10,8161
10,13906
10,14191
10,12125
10,13506
10,13675
10,14353
10,10209
10,11907
10,9607
10,11752
10,13321
10,9696
10,11458
10,10465
10,9467
10,10993
10,14158
10,10101
11,7819
11,7756
11,11170
11,11065
11,10928
11,9803
11,8828
11,9379
11,10384
11,7283
11,6247
11,11733
11,9210
11,8225
11,11621
11,8685
11,8991
11,8390
11,11708
11,6911
11,9732
11,10388
11,8230
11,9935
11,8718
11,9109
11,7363
11,9865
11,6570
11,10007
11,7742
11,11488
11,9409
11,8172
11,9559
11,9231
11,10657
11,10779
11,7307
11,9380
11,6625
11,7542
11,10546
11,9818
11,7682
11,11504
11,7571
11,9736
11,11355
11,10350
11,9550
11,8429
11,10981
11,8681
11,10098
11,11705
11,9934
11,7350
11,8398
11,11975
11,8056
11,7353
11,9722
11,9456
11,9854
11,11119
11,6780
11,9729
11,9353
11,10045
11,7725
11,12469
11,9400
11,7805
11,9080
11,8773
11,8607
11,9550
11,11254
11,7912
11,10093
11,7059
11,10822
11,10686
11,8380
11,7083
11,11183
11,9433
11,7319
11,8170
11,9434
11,9293
11,9735
11,9401
11,8445
11,7326
11,6777
11,10704
11,7485
11,10652
12,12282
12,9309
12,8791
12,8869
12,11985
12,9543
12,10937
12,7015
12,8696
12,9582
12,8909
12,8196
12,7739
12,10914
12,11180
12,11781
12,10699
12,9639
12,10214
12,9967
12,10402
12,8023
12,10010
12,10807
12,8118
12,11996
12,11653
12,9981
12,8135
12,7097
12,10296
12,10387
12,10524
12,8923
12,8258
12,6982
12,12791
12,8552
12,8545
12,9599
12,9503
12,12182
12,7119
12,10298
12,11256
12,10352
12,9721
12,12192
12,6568
12,9695
12,9919
12,10161
12,10242
12,9923
12,10693
12,9277
12,10523
12,13057
12,8825
12,9349
12,9564
12,11014
12,9262
12,10867
12,10515
12,10661
12,11284
12,10265
12,10886
12,12528
12,9564
12,6411
12,8490
12,11298
12,10292
12,8891
12,11870
12,12744
12,9899
12,14130
12,10588
12,7095
12,8755
12,11057
12,7854
12,10419
12,8503
12,11445
12,9536
12,8328
12,8805
12,11475
12,8052
12,12850
12,10585
12,10056
12,9452
12,9102
12,10321
12,11569
13,7429
13,6418
13,8916
13,6846
13,7575
13,9827
13,7822
13,12128
13,7926
13,8026
13,8090
13,9038
13,6967
13,9432
13,6944
13,8472
13,9756
13,7880
13,6603
13,7585
13,7720
13,8349
13,8911
13,8410
13,7614
13,8771
13,7992
13,6904
13,9896
13,7666
13,10945
13,8777
13,5642
13,7851
13,10044
13,7679
13,9957
13,7398
13,5972
13,8338
13,10586
13,12459
13,6707
13,9549
13,7245
13,8397
13,7652
13,8104
13,9926
13,9480
13,7984
13,7488
13,8319
13,9699
13,8050
13,9252
13,8640
13,8273
13,9136
13,8942
13,9305
13,7992
13,8455
13,7102
13,6737
13,7410
13,7998
13,8580
13,8386
13,9204
13,12027
13,5763
13,9001
13,7945
13,9125
13,8915
13,7491
13,11293
13,8500
13,6654
13,8490
13,7641
13,9426
13,8341
13,9193
13,11860
13,6749
13,9283
13,6471
13,9546
13,8645
13,10295
13,7448
13,7562
13,7522
13,10150
13,8822
13,7351
13,9424
13,9958
14,5430
14,8213
14,7384
