42,13888
42,15917
42,13380
42,13268
42,17099
42,16049
42,17639
42,14965
42,13981
42,18278
42,14288
42,13490
42,12173
42,14373
42,16043
42,13830
42,12361
42,14969
42,13049
42,12505
42,11730
42,12278
42,13532
42,13942
42,13572
42,11985
42,18102
42,11211
42,16268
42,14437
42,13211
42,13141
42,13536
42,12666
42,18588
42,13323
42,14622
42,15191
42,14092
42,12875
42,13812
42,13659
42,15005
42,14529
42,16785
42,12960
42,13794
42,12461
42,12795
42,24853
42,13428
42,14276
42,13697
42,13431
42,10511
42,15212
42,12410
42,14122
42,11824
42,18632
42,12639
42,14357
42,13722
42,11923
42,14296
42,12468
42,14642
42,18185
42,14377
42,15881
42,14554
42,14022
42,13101
42,12734
42,13103
42,13471
42,12946
42,11329
42,18984
42,18530
42,12383
42,20960
42,14492
42,13552
42,15716
42,14734
42,16422
42,14244
42,13147
42,12313
42,12588
42,14153
42,12742
42,11274
42,11419
42,15469
42,14005
42,13977
42,14113
42,12533
43,11066
43,15910
43,13646
43,13784
43,14261
43,13683
43,13922
43,15178
43,14492
43,12985
43,12927
43,13256
43,13612
43,12387
43,11530
43,14778
43,13086
43,15122
43,14981
43,13974
43,14482
43,12775
43,15743
43,18881
43,18292
43,14301
43,12215
43,12890
43,11974
43,11656
43,13952
43,21856
43,12197
43,12550
43,14165
43,13944
43,13887
43,16968
43,12934
43,14369
43,13940
43,14290
43,11743
43,16941
43,13181
43,12733
43,13484
43,14293
43,13082
43,13783
43,13310
43,13509
43,12953
43,13265
43,14809
43,13818
43,12281
43,11879
43,12789
43,13418
43,15024
43,13114
43,14570
43,13019
43,13243
43,12880
43,14424
43,13465
43,13505
43,13577
43,14359
43,13008
43,16045
43,18258
43,11937
43,13774
43,13666
43,13650
43,12854
43,12622
43,10460
43,12670
43,14765
43,12152
43,12743
43,12806
43,15068
43,12662
43,15736
43,13938
43,15049
43,12978
43,14964
43,12669
43,15019
43,13614
43,13422
43,14392
43,13880
43,12045
44,14026
44,14136
44,14524
44,17190
44,11899
44,16334
44,13846
44,13600
44,14887
44,13954
44,12064
44,11080
44,14063
44,13668
44,12802
44,13137
44,14209
44,12656
44,15455
44,14052
44,14781
44,14642
44,17704
44,14735
44,13289
44,14510
44,14171
44,16905
44,15632
44,18765
44,14935
44,14834
44,13653
44,12501
44,12981
44,12612
44,13820
44,13765
44,14777
44,14288
44,14169
44,12756
44,14457
44,14125
44,11376
44,12704
44,13821
44,13889
44,13466
44,12479
44,14375
44,13278
44,12367
44,13358
44,14374
44,12446
44,13458
44,15714
44,16161
44,13225
44,14280
44,18835
44,12224
44,12814
44,17236
44,13557
44,14498
44,14441
44,12721
44,12346
44,14285
44,14708
44,15211
44,14296
44,13982
44,12852
44,12862
44,13438
44,14204
44,14707
44,14495
44,14108
44,13583
44,12937
44,13091
44,13461
44,13219
44,14748
44,16176
44,17877
44,12593
44,19859
44,15676
44,13744
44,13838
44,13494
44,14643
44,14157
44,16091
44,13711
45,13926
45,12304
45,11795
45,13696
45,13240
45,12148
45,12858
45,12922
45,13498
45,14512
45,13299
45,13178
45,12135
45,14705
45,13554
45,14501
45,12931
45,13688
45,11382
45,15670
45,13534
45,13647
45,10335
45,12441
45,13058
45,13068
45,12112
45,11700
45,12029
45,13142
45,14276
45,13989
45,13491
45,13905
45,17350
45,14250
45,13753
45,14704
45,12534
45,12688
45,14103
45,13003
45,14642
45,13066
45,12763
45,13477
45,12918
45,13175
45,14194
45,13246
45,11891
45,19717
45,13975
45,13532
45,12844
45,12768
45,12196
45,13731
45,12948
45,13150
45,11303
45,12401
45,13637
45,12931
45,14063
45,13723
45,15980
45,20399
45,20162
45,13689
45,11586
45,13481
45,12623
45,11883
45,13959
45,14961
45,13154
45,12701
